doc_text,sentence_id
I welcome progress in releasing health items that had been held in customs for many months.,S/2021/62_PAR_102_SEN_1
It is critical that authorities ensure the timely availability of humanitarian assistanc e.,S/2021/62_PAR_102_SEN_2
"This includes a more predictable and timely process for the clearance of humanitarian supplies, in particular, COVID -19 health items, through Libyan ports and airports, including by considering the issuance of a blanket waiver for all COVID -19 supplies.",S/2021/62_PAR_102_SEN_3
"I urge Member States to support the Humanitarian Response Plan for Libya, including the aspects included in the Global Humanitarian Response Plan for COVID -19, which is vital to ensure that lifesaving needs are met and that existing vulnerabilities are no t exacerbated further owing to COVID -19.",S/2021/62_PAR_102_SEN_4
"I wish to express my appreciation to my acting Special Representative for Libya, Stephanie Williams, for her leadership, and to all United Nations personnel working in Libya.",S/2021/62_PAR_103_SEN_1
"I also want to express my apprecia tion for my outgoing Deputy Special Representative, Resident and Humanitarian Coordinator, Yacoub El Hillo, for his contribution to the work of the United Nations in Libya.",S/2021/62_PAR_103_SEN_2
I wish to reiterate my sincere appreciation to the Government of Nepal for providin g the vital personnel of the United Nations Guard Unit.,S/2021/62_PAR_103_SEN_3
"The present report, submitted pursuant to Security Council resolutions 2510 (2020) , 2542 (2020) and 2570 (2021) , covers political, security -related and economic developments in Libya, provides an overview of the human rights and humanitarian situation in the country and includes an outline of the activities of the United Nations Support Mission in Libya (UNSMIL) since the issuance of my previous report (S/2021/451 ) on 11 May 2021.",S/2021/752_PAR_1_SEN_1
"Political, security -related and economic developments",S/2021/752_PAR_1_SEN_2
"Sustained efforts continued under United Nations auspices to advance Libyan - led and Libyan -owned dialogue processes in support of the ceasefire agreement, economic reforms and the holding of elections on 24 December 2021.",S/2021/752_PAR_2_SEN_1
My Special Envoy for Libya visited the country from 25 May to 3 June and from 6 to 10 July.,S/2021/752_PAR_3_SEN_1
"He met with the Presidency Council, the Prime Minister and members of the Government of National Unity, the Speaker of the House of Representatives, the President of the High Council of State, General Khalifa Haftar and the 5+5 Joint Military Commission, among others.",S/2021/752_PAR_3_SEN_2
"He stressed that it was imperative to proceed with the full implementation of the ceasefire agreement signed in Geneva on 23 October 2020, including the withdrawal of mercenaries and foreign forces and the opening of the co astal road as a confidence -building measure.",S/2021/752_PAR_3_SEN_3
"He appealed to the Presidency Council, the Prime Minister, Abdul Hamid Mohammed Dbeibah, the 5+5 Joint Military Commission and General Haftar to advance an actionable, timely, coordinated and gradual plan for th e withdrawal of mercenaries and foreign forces from Libya.",S/2021/752_PAR_3_SEN_4
UNSMIL continued to support a Libyan -led and Libyan -owned approach to the implementation of the road map adopted by the Libyan Political Dialogue Forum in Tunis in November 2020.,S/2021/752_PAR_4_SEN_1
"The Mission co nvened and facilitated, virtually and in person, four meetings of the Forum and its committees to advance discussions on options for the constitutional basis for elections.",S/2021/752_PAR_4_SEN_2
"On 6 July, the Speaker of the House of Representatives, Agila Saleh Gwaider, established a committee of members of the House tasked with developing draft electoral laws required for the holding of elections on 24 December 2021, in Page 2 coordination with the High National Electoral Commission and UNSMIL.",S/2021/752_PAR_5_SEN_1
The draft laws were submitted to th e House for consideration.,S/2021/752_PAR_5_SEN_2
"A meeting of the committee and the Electoral Commission was held in Rome from 26 to 29 July, at which drafts were submitted to the House of Representatives for further discussion.",S/2021/752_PAR_5_SEN_3
"Appointments to the sovereign positions liste d in article 15 of the Libyan Political Agreement, including the Governor of the Central Bank and the Head of the Audit Bureau, remained inconclusive and subject to parallel processes in the House of Representatives and the High State Council.",S/2021/752_PAR_6_SEN_1
The two bodi es have both established committees to receive and screen candidates.,S/2021/752_PAR_6_SEN_2
"Foreign forces and mercenaries continued to operate throughout Libya, with no discernible abatement of their activities.",S/2021/752_PAR_7_SEN_1
"On 21 June, demonstrations took place in Sirte to protest aga inst alleged criminal acts committed by foreign mercenaries.",S/2021/752_PAR_7_SEN_2
"At airbases in the Sirte and Jufrah area, the movement of foreign fighter jets and cargo aircraft providing logistical support to foreign mercenaries also continued unabated.",S/2021/752_PAR_7_SEN_3
"My Special Envoy act ively engaged with the respective Libyan authorities and institutions, as well as with concerned Member States with regard to securing an agreement to initiate the withdrawal of mercenaries and foreign forces.",S/2021/752_PAR_7_SEN_4
"On 23 June, the United Nations and Germany co-chaired the second Berlin Conference on Libya.",S/2021/752_PAR_8_SEN_1
The Government of National Unity participated in the Conference and was welcomed as a member of the International Follow -up Committee on Libya.,S/2021/752_PAR_8_SEN_2
"In the conclusions of the Conference, the participants reitera ted the importance of holding presidential and parliamentary elections as scheduled on 24 December 2021, in accordance with the road map.",S/2021/752_PAR_8_SEN_3
"They also called for the withdrawal of all foreign forces and mercenaries without delay; urged the House of Representa tives to approve a balanced national budget; recalled the obligation of the Presidency Council and the Government of National Unity, as the interim executive authority, and all parties to respect international human rights and international humanitarian la w and hold accountable all those who had violated international law; and welcomed the initial steps of the interim executive authority towards launching an inclusive, comprehensive and rights -based national reconciliation process.",S/2021/752_PAR_8_SEN_4
"On 8 July, my Special Envoy delivered the report on the international financial audit of the Central Bank to the Prime Minister, the Presidency Council and the heads of the two branches of the Bank.",S/2021/752_PAR_9_SEN_1
"The audit had been requested by the former President of the Presidency Council, Fayez Serraj, in a letter dated 10 July 2018, in which he had also requested UNSMIL to facilitate the process.",S/2021/752_PAR_9_SEN_2
The transmission of the report marked the beginning of the process to unify the two branches of the Bank.,S/2021/752_PAR_9_SEN_3
"On 15 July, the Security Council h eld a ministerial -level meeting.",S/2021/752_PAR_10_SEN_1
"In his briefing, my Special Envoy shared his concerns about the wider ramifications of the stalemate in the political/electoral track resulting from the stand -off between key political and institutional actors.",S/2021/752_PAR_10_SEN_2
"He warned th at, if the impasse over the constitutional basis for the elections and the stand -off were not swiftly resolved, and, if the key leaders of the country did not show the political will to reach a solution, and reach a compromise to implement it, recent posit ive momentum could be reversed.",S/2021/752_PAR_10_SEN_3
"At the request of the Security Council, an independent strategic review of UNSMIL was conducted under the leadership of Abdoulaye Bathily (Senegal), who provided recommendations on the structure and mandate of UNSMIL, wh ich I submitted to the Council on 6 August for its consideration (see S/2021/716 ).",S/2021/752_PAR_11_SEN_1
"In the report, Mr. Bathily urged an intensification of the mediation efforts of the Mission and an increase in its resources and capacities.",S/2021/752_PAR_11_SEN_2
"He also called for a return to the previous structure, with a Special Representative and two Deputy Special Representatives (one for political affairs and the other serving as Resident and Humanitarian Coordinator).",S/2021/752_PAR_11_SEN_3
"Page 3 Implementation of the intra -Libyan dialogue tracks, facilitated by the Mission",S/2021/752_PAR_11_SEN_4
"The Libyan Political Dialogue Forum held a virtual meeting on 26 and 27 May to consider a draft constitutional basis for elections, as elaborated by its legal committee.",S/2021/752_PAR_12_SEN_1
"The deliberations reve aled broad support for holding elections on 24 December, but also exposed fundamentally divergent views on the specific steps to be taken towards that goal.",S/2021/752_PAR_12_SEN_2
"Those included differences as to whether presidential elections should be carried out by means of d irect voting or indirectly through the elected parliament; whether a referendum on the draft permanent Constitution should be held first, notably as a precondition for direct presidential elections; and the eligibility criteria for candidates, including th ose of military personnel and holders of dual citizenship, in particular with regard to presidential elections.",S/2021/752_PAR_12_SEN_3
The Forum was unable to resolve those issues at the meeting and members requested an in -person meeting as a measure necessary to reach compromis e and agreement.,S/2021/752_PAR_12_SEN_4
"My Special Envoy transmitted to the Speaker of the House of Representatives and the President of the High Council of State the draft constitutional basis, together with a summary of the deliberations at the virtual meeting of the Liby an Political Dialogue Forum, highlighting the outstanding issues.",S/2021/752_PAR_13_SEN_1
"From 24 to 26 June, a preparatory meeting of the Advisory Committee of the Libyan Political Dialogue Forum was held in Tunis, at which agreement was reached on the pending issues.",S/2021/752_PAR_14_SEN_1
"My Sp ecial Envoy subsequently convened an in -person plenary session of the Forum, held in Geneva from 28 June to 2 July, to resume efforts to agree on the draft constitutional basis for elections.",S/2021/752_PAR_14_SEN_2
"However, the Advisory Committee’s compromise proposal did not ga rner sufficient support.",S/2021/752_PAR_14_SEN_3
"Instead, members of the Forum presented four new proposals and established a proposal bridging committee, tasked with continuing the efforts to reconcile the divergent views in a single compromise proposal.",S/2021/752_PAR_14_SEN_4
"On 2 August, the pro posal bridging committee concluded its work.",S/2021/752_PAR_15_SEN_1
"Its members put forward four proposals, which were transmitted by UNSMIL to the Libyan Political Dialogue Forum for consideration at its next meeting.",S/2021/752_PAR_15_SEN_2
The committee also made a recommendation on how the Forum sh ould vote on the proposals.,S/2021/752_PAR_15_SEN_3
"The 5+5 Joint Military Commission continued to work on the full implementation of the ceasefire agreement of 23 October 2020, including the reopening of the coastal road.",S/2021/752_PAR_16_SEN_1
"A ceremony presided over by the Prime Minister to reopen the road on 20 June was followed by the closing of the road again the next day, with the Libyan National Army arguing that the decision to reopen it rested with the Commission.",S/2021/752_PAR_16_SEN_2
"On 22 June, the 5+5 Joint Military Commission and UNSMIL conducted a reconnaissance mission to determine the condition of the coastal road.",S/2021/752_PAR_17_SEN_1
A first face -to- face meeting was held bet ween the field operations rooms of both parties to the Commission and the subcommission on security arrangements under the ceasefire agreement.,S/2021/752_PAR_17_SEN_2
"Following completion of the final roadworks and checkpoint infrastructure, the Commission confirmed that the roa d was ready for opening and the safe passage of citizens on 4 July.",S/2021/752_PAR_17_SEN_3
"On 17 July, the Libyan National Army confirmed that it had received payment of salaries for its personnel from the Central Bank upon approval by the Government of National Unity.",S/2021/752_PAR_18_SEN_1
The non-payment of salaries had threatened to disrupt the work of the 5+5 Joint Military Commission.,S/2021/752_PAR_18_SEN_2
The 5+5 Joint Military Commission met from 28 to 30 July to finalize arrangements for opening the coastal road and discuss the implementation of the remain ing items of the ceasefire agreement.,S/2021/752_PAR_19_SEN_1
"On 30 July, the coastal road was officially opened in the presence of UNSMIL.",S/2021/752_PAR_19_SEN_2
"I welcomed this important and long -awaited Page 4 development for the people of Libya in a statement issued on 31 July, in particular the crucial e fforts of the Commission, and extended my appreciation to the Presidency Council and the Government of National Unity for their support in securing this critical step.",S/2021/752_PAR_19_SEN_3
"On 14 August, the 5+5 Joint Military Commission continued to discuss plans for the w ithdrawal of mercenaries and foreign forces and strengthen security measures along the coastal road.",S/2021/752_PAR_20_SEN_1
The Commission deployed local ceasefire monitors on 15 August.,S/2021/752_PAR_20_SEN_2
International Follow -up Committee on Libya,S/2021/752_PAR_20_SEN_3
"On 2 June, the United Nations and Switzerland co -chaired a meeting of senior officials of the International Follow -up Committee on Libya, which was attended by the Minister for Foreign Affairs, Najla el -Mangoush.",S/2021/752_PAR_21_SEN_1
Participants recalled the commitment of the interim executive authority to ap point women to at least 30 per cent of senior positions and urged its implementation.,S/2021/752_PAR_21_SEN_2
"In a joint statement, the Co-Chairs acknowledged the first steps taken by the Presidency Council towards inclusive, comprehensive and rights -based national reconciliation and transitional justice and reiterated the need for parliamentary and presidential elections to be held on 24 December 2021.",S/2021/752_PAR_21_SEN_3
They also called upon the interim executive authority and other Libyan institutions and authorities to abide by the principles an d obligations of human rights and international humanitarian law.,S/2021/752_PAR_21_SEN_4
"The security working group, co -chaired by the United Nations, France, Italy, Turkey, the United Kingdom of Great Britain and Northern Ireland and the African Union, continued to meet reg ularly, including with the participation of the 5+5 Joint Military Commission, to take stock of progress made in the full implementation of the ceasefire agreement, including the reopening of the coastal road.",S/2021/752_PAR_22_SEN_1
"The political working group, co -chaired by the United Nations, Algeria, Germany and the League of Arab States, convened a plenary meeting on 19 May to take stock of progress made on the political track, ahead of the virtual meeting of the Libyan Political Dialogue Forum held on 26 and 27 May.",S/2021/752_PAR_23_SEN_1
"In a statement, the Co-Chairs of the working group reiterated that the holding of national elections on 24 December remained the overarching priority towards completing the preparatory phase and democratic transition in Libya, as agreed upon in the Forum road map.",S/2021/752_PAR_23_SEN_2
"On 23 May, the Co -Chairs of the economic working group, the United Nations, Egypt, the United States of America and the European Union, convened their first meeting with the Government of National Unity.",S/2021/752_PAR_24_SEN_1
"All participants agreed on the importance of maintaining the momentum on the economic track, including with regard to further developing and harmonizing critical policies and moving forward with the unification of Libyan financial and economic institutions.",S/2021/752_PAR_24_SEN_2
The Co -Chairs agreed that a meeting woul d be convened at the technical level to develop an action plan on the way forward.,S/2021/752_PAR_24_SEN_3
"In a meeting of the economic working group held on 8 June, representatives of the Government of National Unity presented a governmental business plan focused on finalizing t he national budget; increasing oil production; unifying the Central Bank and clearing the debts incurred by institutions based in eastern Libya during the interim government’s tenure in that region; funding reconstruction; and furthering decentralization.",S/2021/752_PAR_24_SEN_4
"On 14 July, the Co -Chairs of the economic working group held their third working session with representatives of the Government of National Unity, to address budget and payroll issues.",S/2021/752_PAR_25_SEN_1
"They were joined by the leadership of the Libyan Expert Economic C ommission dedicated to the intra -Libyan dialogue track, technical staff from both branches of the Central Bank, the Deputy Head of the Audit Bureau and representatives of the World Bank and the International Monetary Fund.",S/2021/752_PAR_25_SEN_2
Government Page 5 representatives expres sed frustration at the impasse with the House of Representatives over the budget and stated that the issue was impeding their ability to fulfil their mandate.,S/2021/752_PAR_25_SEN_3
They requested more international support in finding a solution.,S/2021/752_PAR_25_SEN_4
The Co -Chairs offered to help to mediate between the House and the Government of National Unity on those matters.,S/2021/752_PAR_25_SEN_5
"On 26 July, the Co -Chairs met with the Prime Minister and representatives of the Government, the House of Representatives and the Central Bank to discuss the budget impasse, advancing unification and providing services to the Libyan people.",S/2021/752_PAR_25_SEN_6
"The Co -Chairs and members of the international humanitarian law and human rights working group – the United Nations, the Netherlands and Switzerland – held frequent discussions, includi ng with Libyan civil society and activists, on how to promote respect for international humanitarian law and international human rights law.",S/2021/752_PAR_26_SEN_1
"Specifically, the working group focused on ways to support progress towards an inclusive, comprehensive and rights -based national reconciliation process.",S/2021/752_PAR_26_SEN_2
"In August, the working group prepared a set of key issues to present to the Ministry of Justice and the Supreme Judicial Council in preparation for a national conference on transitional justice.",S/2021/752_PAR_26_SEN_3
"It also discussed appr oaches to addressing hate speech, incitement to violence and all forms of harassment and threats, in particular against women.",S/2021/752_PAR_26_SEN_4
International and regional engagement,S/2021/752_PAR_26_SEN_5
"My Special Envoy held regular consultations, virtually and in person, with senior r epresentatives of participants in the Berlin process, including representatives of members of the Quartet – the African Union, the European Union and the League of Arab States – and other international partners, visiting Italy, Malta, the Russian Federatio n, Turkey and the United Kingdom.",S/2021/752_PAR_27_SEN_1
"During those interactions, he emphasized the importance of the role of the international community, the imperative of holding national elections on 24 December, the expectation that the House of Representatives would swift ly enact the constitutional basis necessary for elections and the electoral law, and the urgency of fully implementing the ceasefire agreement, including the withdrawal of mercenaries and foreign forces.",S/2021/752_PAR_27_SEN_2
"On 18 May, my Special Envoy briefed the Peace a nd Security Council of the African Union on the situation in Libya.",S/2021/752_PAR_28_SEN_1
"He noted that the continued presence of thousands of mercenaries and numerous foreign forces remained a significant threat not only to the security of Libya, but also to that of the whole region.",S/2021/752_PAR_28_SEN_2
"On 18 June, at the initiative of the African members of the Security Council (Kenya, Niger and Tunisia) and Saint Vincent and the Grenadines, the Security Council held an Arria -formula meeting on the impact on the Sahel region of the departure of foreign fighters and mercenaries from Libya, at which it heard briefings from representatives of the Secretariat, UNSMIL and the African Union.",S/2021/752_PAR_29_SEN_1
"The meeting followed the Council’s informal interactive dialogue on the same topic held on 29 April, also at the initiative of the African members of the Council and Saint Vincent and the Grenadines.",S/2021/752_PAR_29_SEN_2
Situation in the western region,S/2021/752_PAR_29_SEN_3
"Rivalry and renewed competition between armed groups over territorial control continued to affect the security situation in Tripoli and north -western towns, including Ujaylat, Sabratah, Surman and Zawiyah.",S/2021/752_PAR_30_SEN_1
"Between 10 and 14 June, 7 fighters and 2 civilians were killed, and at least 12 others injured, when armed confrontation between local armed groups in Ujaylat developed into a situation involving armed groups from Zawiyah and Sabratah.",S/2021/752_PAR_30_SEN_2
"The Stability Support Apparatus, an alliance of armed forces based in Tripoli, established in early 2021 by the Government of National Accord, sought to assert Page 6 control over government instit utions in Tripoli and areas along the north -western coastline, having been tasked by the Government of National Unity to manage potential conflicts among armed groups in the area.",S/2021/752_PAR_31_SEN_1
"In June, forces affiliated with the Apparatus repositioned themselves along the western coastal road to lower the risk of further escalation between the western armed groups based in Zawiyah and Ujaylat, and were able to extend their areas of influence, including in Zawiyah.",S/2021/752_PAR_31_SEN_2
Situation in the eastern region,S/2021/752_PAR_31_SEN_3
"In eastern Liby a, there were continued reports of criminal activity, including killings, kidnappings for ransom and trafficking in illegal substances and fuel.",S/2021/752_PAR_32_SEN_1
"On 6 June, wounded Libyan National Army veterans protested at the Ra’s al -Minqar oil depot in Benghazi, demandi ng payment for medical care.",S/2021/752_PAR_32_SEN_2
"On 15 and 18 June, search and arrest operations conducted by forces affiliated with the Libyan National Army targeting human traffickers and fuel smugglers in Tazirbu resulted in the rescue of several migrants and the confiscat ion of vehicles.",S/2021/752_PAR_32_SEN_3
"From 29 to 31 May, operations at the Benina International Airport in Benghazi were suspended to allow for the holding of a parade by the Libyan National Army to mark the anniversary of Operation Dignity.",S/2021/752_PAR_33_SEN_1
"The parade involved military units, more than 15,000 personnel and thousands of military assets from around Libya.",S/2021/752_PAR_33_SEN_2
Situation in the southern region,S/2021/752_PAR_33_SEN_3
There were growing tensions and confrontations among armed groups in southern Libya and increased violent activity attributed to Da’esh.,S/2021/752_PAR_34_SEN_1
"On 6 June, a suicide attack on a checkpoint near Sabha involving a vehicle -borne improvised explosive device led to the death of three people in addition to the attacker, who was subsequently identified as a Tunisian national.",S/2021/752_PAR_34_SEN_2
Da’esh claimed responsibility for the attac k.,S/2021/752_PAR_34_SEN_3
"Da’esh also claimed responsibility for the deaths of two Libyan National Army personnel, who were reported to have been killed on 14 June when an improvised explosive device detonated near the Haruj mountains, south -east of Jufrah.",S/2021/752_PAR_34_SEN_4
The Libyan National A rmy subsequently deployed additional units to the area with the stated objective of countering violent extremist activity.,S/2021/752_PAR_34_SEN_5
The Libyan National Army also reportedly increased air activities by fighter jets and combat helicopters operating from the Birak al -Shati’ and Tamanhint airbases.,S/2021/752_PAR_34_SEN_6
"In mid -June, the Libyan National Army deployed personnel along the borders with Algeria and Chad, and in the area of Umm al -Aranib, east of Murzuq, declaring the areas as military zones.",S/2021/752_PAR_35_SEN_1
"On 19 June, the interim executive authority ordered the formation of the Counter -Terrorism and Organized Crime Force in southern Libya and the Joint Operations Room to improve security in the region.",S/2021/752_PAR_35_SEN_2
"On 23 June, tensions were reported in Sabha between units affiliated with the Libyan Nati onal Army, including the Tarik ibn Ziyad Brigade and local personnel of the 116 Battalion, with the latter reportedly comprising supporters of both the Libyan National Army and the Government of National Unity, as Libyan National Army units established con trol of main checkpoints and a military compound.",S/2021/752_PAR_35_SEN_3
Da’esh and the Organization of Al -Qaida in the Islamic Maghreb,S/2021/752_PAR_35_SEN_4
"The presence and activities of violent extremist organizations, Da’esh and the Organization of Al -Qaida in the Islamic Maghreb, were r eported in all regions, including in the form of direct threats against civilians and United Nations personnel and attacks against security forces.",S/2021/752_PAR_36_SEN_1
"Previous counter -terrorism operations in southern Tripoli by armed groups affiliated with the Government and increased Libyan National Army -led operations in southern Libya, which included the arrest of a prominent Da’esh leader, Muhammad Miloud Muhammad, were understood to be the Page 7 cause of the attacks.",S/2021/752_PAR_36_SEN_2
The Libyan National Army announced on 19 June that it had conducted air strikes against suspected Da’esh positions in the Haruj Mountains.,S/2021/752_PAR_36_SEN_3
Economic situation,S/2021/752_PAR_36_SEN_4
"Several rounds of negotiations between the Government of National Unity and the House of Representatives notwithstanding, agreement on the adoption of the national budget was not reached.",S/2021/752_PAR_37_SEN_1
"As a result, the Central Bank was legally required to extend the previous budget for salaries and subsidies only, which limited the ability of the Government to obtain development spending for infrastructure and to mak e amendments to the public salary system.",S/2021/752_PAR_37_SEN_2
"On 25 June, the Government nonetheless announced that it had unified the payroll by adding 600,000 employees to the salary system, increasing the expenditure for salaries from 34 billion Libyan dinars to 59 billion Libyan dinars (from approximately $7.6 billion to $13 billion).",S/2021/752_PAR_37_SEN_3
The Government also circumvented budgetary restrictions by acquiring funds from the Bank through so -called special arrangements to fund development projects and social entitlement prog rammes.,S/2021/752_PAR_37_SEN_4
The main finding of the international financial audit of the Central Bank was that the unification of the Bank was required.,S/2021/752_PAR_38_SEN_1
"It was also found that, while the country’s foreign currency reserves were largely protected during the past five year s, the division occurring within the Bank eroded the integrity of the banking system and impeded monetary reform.",S/2021/752_PAR_38_SEN_2
"Owing to the lack of a unified budget and successive oil blockades, both branches of the Bank extended credit to parallel government structure s, resulting in the Tripoli branch holding 70.8 billion Libyan dinars of debt and the Bayda’ branch 61.4 billion Libyan dinars as of June 2020 (a combined debt of approximately $29 billion).",S/2021/752_PAR_38_SEN_3
"Although all of the debt was held within Libya, managing it would require the Bank to be unified.",S/2021/752_PAR_38_SEN_4
"In addition, the audit found that, owing to the lack of a coherent monetary policy, the total amount of currency in circulation had increased significantly from mid-2014 to mid -2020, with the western branch more than d oubling its currency, from 18.8 billion Libyan dinars to 38.5 billion Libyan dinars, and the eastern branch introducing an additional 13.8 billion Libyan dinars into circulation.",S/2021/752_PAR_39_SEN_1
Those factors contributed to the devaluation of the Libyan dinar by 300 per c ent in January 2021.,S/2021/752_PAR_39_SEN_2
Other activities of the Mission A.,S/2021/752_PAR_39_SEN_3
Electoral support,S/2021/752_PAR_39_SEN_4
"Preparations by the High National Elections Commission for the national elections to be held on 24 December continued, albeit with constraints owing to the lack of clarity regarding the legal framework.",S/2021/752_PAR_40_SEN_1
The Commission prioritized the development of a new voter registration framework involving the introduction of voter cards as an additional anti -fraud measure.,S/2021/752_PAR_40_SEN_2
"Printing of an initial set of cards commenced in May, based on the 2.3 million registered voters.",S/2021/752_PAR_40_SEN_3
"On 4 July, the Commission launched a countrywide campaign to register eligible Libyans not already registered to vote.",S/2021/752_PAR_40_SEN_4
"Meanwhile, the Commission developed a draft regulation that would allow observation grou ps to obtain accreditation.",S/2021/752_PAR_40_SEN_5
"The High National Elections Commission maintained close cooperation with relevant institutions, including the Civil Registration Authority, the judiciary and the Ministry of the Interior, to ensure their support and coordina tion in the run -up to, during and following the election.",S/2021/752_PAR_41_SEN_1
"On 4 July, the Government informed the Commission that an additional 50 million Libyan dinars (equivalent to $11 million) would be allocated for national elections.",S/2021/752_PAR_41_SEN_2
Page 8 42.,S/2021/752_PAR_41_SEN_3
"The UNSMIL -led integrated ele ctoral team continued to provide technical advice and assistance to the High National Elections Commission, including on the development of the legal framework for the upcoming national elections.",S/2021/752_PAR_41_SEN_4
"On 17 June, the Chair of the Commission met with the Speake r of the House of Representatives in Qubbah to deliver draft electoral laws.",S/2021/752_PAR_41_SEN_5
"They agreed to form a committee composed of members of the House and the Commission to finalize the laws, with the technical support of UNSMIL.",S/2021/752_PAR_41_SEN_6
"Following the agreement, the presid ency of the House of Representatives issued a decision calling for the formation of a nine -member committee to work with the Commission and UNSMIL to produce electoral laws.",S/2021/752_PAR_41_SEN_7
The constitutional basis for elections would also need to be in place for the laws to be completed.,S/2021/752_PAR_41_SEN_8
"In parallel, the committee responsible for the registration of political parties had received over 100 requests to register new parties since the registration process began in June.",S/2021/752_PAR_42_SEN_1
The Central Committee for Municipal Council El ections continued to prepare for the conclusion of 70 outstanding elections.,S/2021/752_PAR_43_SEN_1
The schedule remained on hold owing to a lack of funds.,S/2021/752_PAR_43_SEN_2
A potential revision of the municipal electoral system could result in further delays and cause an overlap between the hold ing of municipal elections and the preparations for national elections.,S/2021/752_PAR_43_SEN_3
B.,S/2021/752_PAR_43_SEN_4
"Human rights, transitional justice and the rule of law",S/2021/752_PAR_43_SEN_5
"While the ceasefire has resulted in a dramatic reduction in civilian casualties, violations of human rights and inter national humanitarian law have continued, including by armed groups, as well as armed units associated with the Ministry of the Interior and the Ministry of Defence.",S/2021/752_PAR_44_SEN_1
"During the reporting period, UNSMIL documented killings, enforced disappearances, conflict -related sexual violence, including rape, arbitrary arrests and detentions, attacks against activists and human rights defenders, and hate crimes.",S/2021/752_PAR_44_SEN_2
"Unlawful deprivation of liberty, detention and torture",S/2021/752_PAR_44_SEN_3
UNSMIL continued to document cases of arbitr ary detention in facilities operated by State and non -State actors in Tripoli.,S/2021/752_PAR_45_SEN_1
"In Benghazi, individuals, including children, were detained without legal basis.",S/2021/752_PAR_45_SEN_2
"They were mainly held at military detention facilities, including Tariq Ibn Ziyad, Kuwayfiyah an d Gernada.",S/2021/752_PAR_45_SEN_3
"Amid a surge in widespread arbitrary arrests and abductions since June, the Chief of Staff to the First Deputy Prime Minister, Ridha al -Fretis, and his colleague were abducted from government premises in Tripoli.",S/2021/752_PAR_46_SEN_1
They were released on 17 August.,S/2021/752_PAR_46_SEN_2
"On 28 June, Hanin al -Abdali, the daughter of the lawyer Hanan al -Barasi, who was shot dead by masked gunmen in November 2020 in Benghazi, was released from detention in Benghazi after having been detained since 25 March by forces affiliated with the L ibyan National Army on allegations of involvement in the assassination of Mahmoud al -Wefalli.",S/2021/752_PAR_46_SEN_3
"An arrest warrant for war crimes had been issued for Mr. Wefalli by the International Criminal Court, and he was killed on 24 March.",S/2021/752_PAR_46_SEN_4
Conflict -related sexual vi olence,S/2021/752_PAR_46_SEN_5
"Women migrants and refugees continued to face heightened risk of rape, sexual harassment and trafficking by armed groups, transnational smugglers and traffickers, as well as officials of the Directorate for Combating Illegal Migration under the Ministry of the Interior.",S/2021/752_PAR_47_SEN_1
"In June, UNSMIL documented repeated incidents of sexual violence perpetrated against five Somali girls between the ages of 16 and 18 years Page 9 held in th e Shara’ al -Zawiyah detention centre in Tripoli.",S/2021/752_PAR_47_SEN_2
"Following persistent advocacy efforts by the United Nations, the girls were released on 15 July into the care of the Office of the United Nations High Commissioner for Refugees (UNHCR) and transferred to a l ocal health -care centre.",S/2021/752_PAR_47_SEN_3
Boys and men were also exposed to sexual violence and exploitation in the Abu Issa detention facility in Zawiyah.,S/2021/752_PAR_47_SEN_4
Both centres are managed and operated by the Directorate and the Ministry.,S/2021/752_PAR_47_SEN_5
"UNSMIL verified reports of women priso ners being subjected to rape and other forms of sexual violence in Benghazi, including in the internal security section of the Kuwayfiyah prison in Benghazi.",S/2021/752_PAR_48_SEN_1
Migrants and refugees,S/2021/752_PAR_48_SEN_2
"According to the International Organization for Migration (IOM), ma ny of the migrants currently in Libya, most of whom come from neighbouring countries, including Chad, Egypt, the Niger and the Sudan, are in an irregular situation and working in the informal economy.",S/2021/752_PAR_49_SEN_1
The number of migrants and refugees attempting to cross the Mediterranean Sea continued to increase in 2021.,S/2021/752_PAR_49_SEN_2
"By 14 August, the Libyan Coast Guard had intercepted and returned to Libya 22,045 migrants and refugees (of whom 89 per cent were male), with 380 deaths confirmed and 629 people considered missing.",S/2021/752_PAR_49_SEN_3
The increased number of returned migrants and refugees resulted in a higher number of persons being arbitrarily detained in official detention centres by the Directorate for Combating Illegal Migration without judicial review and subjected to inhumane trea tment and conditions.,S/2021/752_PAR_50_SEN_1
"These include torture, extreme violence, sexual abuse and limited access to food, water, sanitation and medical care, in some cases leading to death or injury.",S/2021/752_PAR_50_SEN_2
"By 8 August, 5,826 migrants and refugees were being arbitrarily held at of ficial detention centres, compared with 1,076 in January.",S/2021/752_PAR_50_SEN_3
"The situation has significantly increased human rights, humanitarian and protection concerns, which are exacerbated by continued restrictions on humanitarian access and monitoring by humanitarian ag encies in western Libya.",S/2021/752_PAR_50_SEN_4
"The United Nations Children’s Fund reported that children continued to be detained arbitrarily in detention centres in and around Tripoli, with no access to basic protection and health services and no recourse to legal assistance o r due process, and were often detained with adults.",S/2021/752_PAR_50_SEN_5
"On 20 June, an unknown number of migrants died and an estimated 200 were injured by a fire at the Abu Rashadah detention centre in Gharyan, when an adjacent weapons and ammunition depot caught fire a nd exploded.",S/2021/752_PAR_51_SEN_1
Survivors reported that guards had shot indiscriminately at migrants attempting to flee the fire and others had died or had been injured as a result of the explosion and fire.,S/2021/752_PAR_51_SEN_2
